"id","photo","web_name","team_code","status","code","first_name","second_name","squad_number","news","now_cost","news_added","chance_of_playing_this_round","chance_of_playing_next_round","value_form","value_season","cost_change_start","cost_change_event","cost_change_start_fall","cost_change_event_fall","in_dreamteam","dreamteam_count","selected_by_percent","form","transfers_out","transfers_in","transfers_out_event","transfers_in_event","loans_in","loans_out","loaned_in","loaned_out","total_points","event_points","points_per_game","ep_this","ep_next","special","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","element_type","team","player_hist_link","player_fullname"
116,"11554.jpg","Speroni",31,"a",11554,"Julian","Speroni",1,"",40,"2018-04-14T13:31:19Z",100,100,"0.0","9.0",0,0,0,0,FALSE,1,"2.9","0.0",238874,295029,0,0,0,0,0,0,36,0,"3.3","0.5","0.5",FALSE,990,0,0,2,14,0,0,0,0,0,30,3,175,"213.6","0.0","0.0","21.3",0,1,6,"https://fantasy.premierleague.com/drf/element-summary/116","Julian Speroni"
117,"49413.jpg","Tomkins",31,"a",49413,"James","Tomkins",5,"",44,"2018-04-07T13:01:18Z",100,100,"1.2","22.5",-1,0,1,0,FALSE,2,"4.4","5.2",195084,374009,0,0,0,0,0,0,99,5,"3.5","5.7","5.8",FALSE,2386,3,0,9,32,0,0,0,8,0,0,9,512,"712.6","22.4","309.0","104.7",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/117","James Tomkins"
118,"19188.jpg","Dann",31,"i",19188,"Scott","Dann",6,"Knee injury - Unknown return date",46,"2017-12-31T12:31:16Z",0,0,"0.0","7.0",-4,0,4,0,FALSE,0,"0.3","0.0",88280,39567,0,0,0,0,0,0,32,0,"1.9","0.0","0.0",FALSE,1434,1,0,1,26,0,0,0,4,0,0,0,211,"342.2","62.3","268.0","67.0",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/118","Scott Dann"
119,"55494.jpg","Ward",31,"d",55494,"Joel","Ward",2,"Knock - 75% chance of playing",47,"2018-05-05T12:31:19Z",75,75,"0.6","8.7",-3,0,3,0,FALSE,0,"0.2","2.6",32636,11680,0,0,0,0,0,0,41,0,"2.2","2.3","2.8",FALSE,1613,0,1,4,25,1,0,0,4,0,0,0,276,"340.6","163.5","58.0","56.3",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/119","Joel Ward"
120,"58786.jpg","Kelly",31,"a",58786,"Martin","Kelly",34,"",41,"2018-02-04T15:31:20Z",100,100,"0.0","8.3",-4,0,4,0,FALSE,0,"0.6","0.2",78685,94855,0,0,0,0,0,0,34,0,"2.3","0.7","0.8",FALSE,1193,0,0,4,21,1,0,0,1,0,0,1,185,"222.6","25.7","84.0","33.3",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/120","Martin Kelly"
121,"7906.jpg","Delaney",31,"a",7906,"Damien","Delaney",27,"",42,"2017-12-31T12:01:16Z",100,100,"0.0","0.2",-3,0,3,0,FALSE,0,"0.2","0.0",25091,4854,0,0,0,0,0,0,1,0,"0.5","0.5","0.5",FALSE,95,0,0,0,5,0,0,0,0,0,0,0,19,"40.0","0.3","0.0","4.0",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/121","Damien Delaney"
122,"79228.jpg","Souaré",31,"a",79228,"Pape","Souaré",23,"",45,"2017-07-12T10:31:11Z",100,100,"0.0","0.2",0,0,0,0,FALSE,0,"0.0","0.2",1671,1663,0,0,0,0,0,0,1,1,"1.0","0.7","0.5",FALSE,8,0,0,0,0,0,0,0,0,0,0,0,3,"0.2","1.1","0.0","0.1",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/122","Pape Souaré"
123,"86417.jpg","Schlupp",31,"a",86417,"Jeffrey","Schlupp",15,"",47,"2018-03-17T16:31:18Z",100,100,"0.2","10.6",-3,0,3,0,FALSE,0,"0.2","1.0",38510,29404,0,0,0,0,0,0,50,0,"2.1","1.5","1.8",FALSE,1742,0,2,3,30,0,0,0,3,0,0,0,281,"339.6","189.7","155.0","68.6",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/123","Jeffrey Schlupp"
124,"74230.jpg","van Aanholt",31,"a",74230,"Patrick","van Aanholt",3,"",52,"2017-10-28T15:31:15Z",100,100,"1.8","18.3",-3,0,3,0,FALSE,3,"3.1","9.2",203354,185165,0,0,0,0,0,0,95,18,"3.4","9.7","7.5",FALSE,2182,5,1,6,38,0,0,0,7,0,0,7,448,"537.0","303.8","319.0","116.3",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/124","Patrick van Aanholt"
125,"19197.jpg","Puncheon",31,"d",19197,"Jason","Puncheon",42,"Lack of match fitness - 75% chance of playing",44,"2017-12-31T14:31:16Z",75,75,"0.0","2.5",-6,0,6,0,FALSE,0,"0.3","0.0",66619,12938,0,0,0,0,0,0,11,0,"1.1","0.4","0.4",FALSE,574,0,0,0,14,0,0,0,5,0,0,0,38,"46.4","93.9","112.0","25.1",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/125","Jason Puncheon"
126,"82403.jpg","Zaha",31,"a",82403,"Wilfried","Zaha",11,"",71,"2018-03-31T11:31:19Z",100,100,"1.3","19.2",1,0,-1,0,FALSE,2,"10.6","9.0",1596184,1081802,0,0,0,0,0,0,136,10,"4.7","9.5","9.3",FALSE,2549,9,7,10,31,0,0,0,5,0,0,8,404,"668.0","716.9","1125.0","251.0",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/126","Wilfried Zaha"
127,"50471.jpg","McArthur",31,"a",50471,"James","McArthur",18,"",44,"2018-01-02T20:01:18Z",100,100,"1.4","23.0",-1,0,1,0,FALSE,2,"4.7","6.2",388652,423066,0,0,0,0,0,0,101,2,"3.1","6.7","7.8",FALSE,2425,5,2,7,35,0,0,0,5,0,0,9,416,"490.6","333.0","566.0","138.9",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/127","James McArthur"
128,"75773.jpg","Lee Chung-yong",31,"a",75773,"Chung-yong","Lee",14,"",42,"2017-12-12T20:01:14Z",100,100,"0.1","1.9",-3,0,3,0,FALSE,0,"0.3","0.4",46981,50264,0,0,0,0,0,0,8,1,"1.1","0.9","0.8",FALSE,131,0,0,0,3,0,0,0,0,0,0,0,23,"4.4","32.0","10.0","4.6",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/128","Chung-yong Lee"
129,"27341.jpg","Cabaye",31,"a",27341,"Yohan","Cabaye",7,"",53,"2018-02-23T23:31:19Z",100,100,"0.5","13.8",-2,0,2,0,FALSE,0,"0.2","2.4",35186,20201,0,0,0,0,0,0,73,3,"2.4","2.9","2.8",FALSE,2374,0,4,8,36,0,0,0,7,0,0,3,415,"431.2","754.0","348.0","153.5",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/129","Yohan Cabaye"
130,"44343.jpg","Sako",31,"i",44343,"Bakary","Sako",26,"Ankle injury - Unknown return date",48,"2018-01-30T22:31:16Z",0,0,"0.0","7.5",-2,0,2,0,FALSE,0,"0.1","0.0",21948,20378,0,0,0,0,0,0,36,0,"2.3","0.0","0.0",FALSE,466,3,0,1,10,0,0,0,0,0,0,1,115,"143.2","103.1","227.0","46.9",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/130","Bakary Sako"
131,"60252.jpg","Townsend",31,"a",60252,"Andros","Townsend",10,"",56,"2018-01-20T14:01:19Z",100,100,"0.6","21.6",-4,0,4,0,FALSE,0,"1.4","3.2",208062,155725,0,0,0,0,0,0,121,6,"3.4","3.7","3.0",FALSE,3120,2,9,9,48,0,0,0,3,0,0,7,552,"626.0","1012.1","587.0","222.8",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/131","Andros Townsend"
132,"66975.jpg","Milivojevic",31,"a",66975,"Luka","Milivojevic",4,"",52,"2017-12-13T10:01:14Z",100,100,"0.7","27.7",2,0,-2,0,FALSE,2,"13.5","3.8",437158,1150971,0,0,0,0,0,0,144,3,"4.0","4.3","4.5",FALSE,3079,10,2,8,52,0,0,1,8,0,0,21,630,"873.8","379.0","432.0","168.6",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/132","Luka Milivojevic"
133,"59125.jpg","Wickham",31,"i",59125,"Connor","Wickham",21,"Groin Injury - Unknown return date",54,"2017-07-12T10:31:11Z",0,0,"0.0","0.0",-1,0,1,0,FALSE,0,"0.0","0.0",2233,1221,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/133","Connor Wickham"
134,"54861.jpg","Benteke",31,"a",54861,"Christian","Benteke",17,"",75,"2018-04-14T13:31:19Z",100,100,"0.2","11.2",-5,0,5,0,FALSE,0,"2.5","1.8",528298,199121,0,0,0,0,0,0,84,1,"2.7","2.3","2.5",FALSE,2234,3,7,6,36,0,0,1,6,0,0,5,174,"325.2","406.7","845.0","157.5",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/134","Christian Benteke"
221,"40784.jpg","Sakho",31,"a",40784,"Mamadou","Sakho",12,"",46,"2018-03-10T17:01:18Z",100,100,"1.3","17.6",-4,0,4,0,FALSE,4,"1.0","6.2",147501,189872,0,0,0,0,0,0,81,8,"4.3","6.7","6.3",FALSE,1597,1,2,6,23,0,0,0,1,0,0,18,405,"426.2","30.7","77.0","53.6",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/221","Mamadou Sakho"
269,"201084.jpg","Fosu-Mensah",31,"a",201084,"Timothy","Fosu-Mensah",24,"",44,"2018-02-24T20:31:18Z",100,100,"0.0","8.9",-1,0,1,0,FALSE,0,"1.0","0.0",109449,70806,0,0,0,0,0,0,39,0,"1.9","0.5","0.5",FALSE,1592,0,0,2,29,0,0,0,2,0,0,3,279,"326.6","103.7","43.0","47.4",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/269","Timothy Fosu-Mensah"
482,"173954.jpg","Riedewald",31,"a",173954,"Jairo","Riedewald",44,"",46,"2017-08-19T17:01:14Z",100,100,"0.0","5.0",-4,0,4,0,FALSE,0,"0.1","0.2",16791,1648,0,0,0,0,0,0,23,0,"1.9","0.7","0.8",FALSE,435,0,0,2,6,0,0,0,0,0,0,0,100,"74.4","21.5","12.0","10.6",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/482","Jairo Riedewald"
491,"218112.jpg","Lokilo",31,"a",218112,"Jason","Lokilo",28,"",43,NA,NA,NA,"0.0","0.0",-2,0,2,0,FALSE,0,"0.1","0.0",16358,14312,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/491","Jason Lokilo"
505,"94926.jpg","Ladapo",31,"u",94926,"Olayinka Fredrick Oladotun","Ladapo",19,"Transferred to Southend",45,"2018-02-01T09:31:18Z",0,0,"0.0","0.2",0,0,0,0,FALSE,0,"1.0","0.0",162768,208610,0,0,0,0,0,0,1,0,"1.0","0.0","0.0",FALSE,16,0,0,0,1,0,0,0,0,0,0,0,3,"0.4","1.1","0.0","0.2",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/505","Olayinka Fredrick Oladotun Ladapo"
515,"138009.jpg","Kaikai",31,"u",138009,"Sullay","Kaikai",25,"Season-long loan to Charlton",43,"2018-01-29T09:33:18Z",0,0,"0.0","0.2",-2,0,2,0,FALSE,0,"0.1","0.0",12189,13274,0,0,0,0,0,0,1,0,"1.0","0.0","0.0",FALSE,13,0,0,0,0,0,0,0,0,0,0,0,5,"5.2","0.3","0.0","0.6",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/515","Sullay Kaikai"
528,"204216.jpg","Anderson",31,"u",204216,"Keshi","Anderson",31,"Transferred to Swindon Town",45,"2017-09-04T11:31:15Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.3","0.0",52610,59883,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/528","Keshi Anderson"
544,"221245.jpg","Lumeka",31,"a",221245,"Levi","Lumeka",32,"",44,NA,NA,NA,"0.0","0.2",-1,0,1,0,FALSE,0,"0.0","0.0",754,840,0,0,0,0,0,0,1,0,"1.0","0.5","0.5",FALSE,25,0,0,0,0,0,0,0,0,0,0,0,3,"4.2","0.5","18.0","2.3",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/544","Levi Lumeka"
552,"49438.jpg","Mutch",31,"u",49438,"Jordon","Mutch",22,"One-year loan to Vancouver Whitecaps",45,"2018-03-04T09:03:27Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",680,701,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/552","Jordon Mutch"
555,"199806.jpg","Henry",31,"a",199806,"Dion","Henry",30,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",3817,7535,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,1,6,"https://fantasy.premierleague.com/drf/element-summary/555","Dion Henry"
579,"214590.jpg","Wan-Bissaka",31,"a",214590,"Aaron","Wan-Bissaka",29,"",45,NA,NA,NA,"0.1","3.3",0,0,0,0,FALSE,0,"0.0","0.6",664,1066,0,0,0,0,0,0,15,3,"2.1","1.1","0.5",FALSE,627,0,0,2,10,0,0,0,1,0,0,0,116,"207.2","60.0","2.0","26.8",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/579","Aaron Wan-Bissaka"
605,"185478.jpg","Jach",31,"a",185478,"Jaroslaw","Jach",33,"",42,NA,NA,NA,"0.0","0.0",-3,0,3,0,FALSE,0,"0.0","0.0",296,383,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,2,6,"https://fantasy.premierleague.com/drf/element-summary/605","Jaroslaw Jach"
606,"163776.jpg","Rakip",31,"a",163776,"Erdal","Rakip",31,"",48,NA,NA,NA,"0.0","0.0",-2,0,2,0,FALSE,0,"0.0","0.0",189,230,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/606","Erdal Rakip"
620,"143877.jpg","Sørloth",31,"a",143877,"Alexander","Sørloth",9,"",54,"2018-04-14T13:31:19Z",100,100,"0.0","1.5",-1,0,1,0,FALSE,0,"0.1","0.0",11698,15424,0,0,0,0,0,0,8,0,"2.0","0.5","0.5",FALSE,360,0,0,0,9,0,0,0,0,0,0,0,25,"48.6","74.0","102.0","22.5",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/620","Alexander Sørloth"
630,"209043.jpg","Kirby",31,"a",209043,"Nya","Kirby",36,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",53,83,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,6,"https://fantasy.premierleague.com/drf/element-summary/630","Nya Kirby"
633,"51917.jpg","Cavalieri",31,"a",51917,"Diego","Cavalieri",16,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",431,1126,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,1,6,"https://fantasy.premierleague.com/drf/element-summary/633","Diego Cavalieri"
638,"432705.jpg","Daly",31,"a",432705,"James","Daly",37,"",45,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",2811,6213,0,0,0,0,0,0,0,0,"0.0","0.5","0.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,4,6,"https://fantasy.premierleague.com/drf/element-summary/638","James Daly"
15,"20467.jpg","Walcott",11,"a",20467,"Theo","Walcott",11,"",66,"2018-05-13T14:01:20Z",50,100,"0.5","9.4",-9,0,9,0,FALSE,1,"2.1","3.4",640298,606058,0,0,0,0,0,0,62,1,"3.1","1.7","2.0",FALSE,1214,3,3,4,17,0,0,0,2,0,0,3,226,"316.6","234.9","406.0","95.9",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/15","Theo Walcott"
135,"111234.jpg","Pickford",11,"a",111234,"Jordan","Pickford",1,"",49,"2017-08-29T08:31:13Z",100,100,"0.8","29.6",-1,0,1,0,FALSE,3,"8.3","4.0",562219,478694,0,0,0,0,0,0,145,1,"3.8","4.0","4.8",FALSE,3420,0,0,10,58,0,1,0,0,0,121,16,724,"873.6","30.1","4.0","90.7",0,1,7,"https://fantasy.premierleague.com/drf/element-summary/135","Jordan Pickford"
136,"78315.jpg","Robles",11,"a",78315,"Joel","Robles",33,"",42,NA,NA,NA,"0.0","0.0",-3,0,3,0,FALSE,0,"0.2","0.0",9648,2067,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,1,7,"https://fantasy.premierleague.com/drf/element-summary/136","Joel Robles"
137,"10318.jpg","Stekelenburg",11,"i",10318,"Maarten","Stekelenburg",22,"Groin Injury - Unknown return date",42,"2018-01-02T15:31:16Z",0,0,"0.0","0.0",-3,0,3,0,FALSE,0,"0.3","0.0",23309,2763,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,1,7,"https://fantasy.premierleague.com/drf/element-summary/137","Maarten Stekelenburg"
138,"12745.jpg","Baines",11,"a",12745,"Leighton","Baines",3,"",57,"2018-04-28T13:01:18Z",100,100,"0.9","14.4",-3,0,3,0,FALSE,3,"4.0","5.0",496323,175183,0,0,0,0,0,0,82,1,"3.7","5.0","6.0",FALSE,1909,2,3,5,34,0,0,0,1,0,0,10,381,"407.4","373.5","102.0","88.2",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/138","Leighton Baines"
139,"59949.jpg","Coleman",11,"a",59949,"Seamus","Coleman",23,"",64,"2018-02-10T18:01:19Z",100,100,"0.5","6.1",-1,0,1,0,FALSE,0,"0.5","3.4",33289,36888,0,0,0,0,0,0,39,1,"3.3","3.4","4.0",FALSE,1035,0,1,4,12,0,0,0,0,0,0,0,198,"227.6","113.7","69.0","41.2",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/139","Seamus Coleman"
140,"7645.jpg","Jagielka",11,"a",7645,"Phil","Jagielka",6,"",47,"2018-02-19T11:01:19Z",100,100,"0.8","12.8",-3,0,3,0,FALSE,1,"2.7","3.6",363271,131786,0,0,0,0,0,0,60,1,"2.4","3.6","4.3",FALSE,2063,0,0,6,39,0,0,0,2,0,0,5,415,"529.2","24.1","108.0","66.2",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/140","Phil Jagielka"
141,"114093.jpg","Pennington",11,"u",114093,"Matthew","Pennington",38,"Season-long loan to Leeds United",40,"2017-07-21T08:14:55Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",5229,1510,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/141","Matthew Pennington"
142,"121221.jpg","Funes Mori",11,"a",121221,"Ramiro","Funes Mori",25,"",49,"2017-07-12T10:31:11Z",100,100,"0.1","0.6",-1,0,1,0,FALSE,0,"0.0","0.6",1452,1030,0,0,0,0,0,0,3,0,"0.8","0.6","0.8",FALSE,119,0,0,0,2,0,0,0,1,0,0,0,14,"29.2","0.9","6.0","3.6",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/142","Ramiro Funes Mori"
143,"19159.jpg","Williams",11,"a",19159,"Ashley","Williams",5,"",52,"2018-03-03T15:31:17Z",100,100,"0.0","10.8",-3,0,3,0,FALSE,1,"2.1","0.0",295389,142108,0,0,0,0,0,0,56,0,"2.3","0.0","0.0",FALSE,1830,1,0,5,31,0,0,0,3,1,0,3,332,"518.0","39.0","132.0","68.9",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/143","Ashley Williams"
144,"194164.jpg","Holgate",11,"d",194164,"Mason","Holgate",30,"Ankle injury - 75% chance of playing",40,"2018-05-13T14:01:20Z",75,75,"0.0","9.3",-5,0,5,0,FALSE,0,"1.0","0.0",222151,202229,0,0,0,0,0,0,37,0,"2.5","0.0","0.0",FALSE,1183,0,0,4,14,0,0,0,3,0,0,0,214,"285.8","93.9","105.0","48.5",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/144","Mason Holgate"
145,"153673.jpg","Kenny",11,"a",153673,"Jonjoe","Kenny",43,"",39,"2017-10-22T12:31:15Z",100,100,"0.0","12.8",-6,0,6,0,FALSE,1,"2.1","0.0",411676,511498,0,0,0,0,0,0,50,0,"2.6","0.0","0.0",FALSE,1589,0,2,5,31,0,0,0,2,0,0,2,309,"362.4","184.5","47.0","59.5",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/145","Jonjoe Kenny"
146,"106611.jpg","Keane",11,"a",106611,"Michael","Keane",4,"",53,"2018-01-04T12:01:17Z",100,100,"0.7","15.3",-2,0,2,0,FALSE,0,"5.1","3.8",583740,195609,0,0,0,0,0,0,81,1,"2.7","3.8","4.5",FALSE,2559,0,1,7,46,0,0,0,3,0,0,11,513,"703.4","58.4","124.0","88.7",0,2,7,"https://fantasy.premierleague.com/drf/element-summary/146","Michael Keane"
147,"55452.jpg","Bolasie",11,"a",55452,"Yannick","Bolasie",7,"",64,"2017-12-23T12:31:17Z",100,100,"0.2","5.5",-1,0,1,0,FALSE,0,"0.2","1.0",18921,19075,0,0,0,0,0,0,35,1,"2.2","1.0","1.0",FALSE,848,1,1,3,14,0,0,0,0,0,0,0,80,"98.6","109.0","204.0","40.8",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/147","Yannick Bolasie"
148,"26901.jpg","Mirallas",11,"u",26901,"Kevin","Mirallas",11,"Season-long loan to Olympiakos",60,"2018-01-08T09:47:21Z",0,0,"0.0","0.8",-5,0,5,0,FALSE,0,"0.8","0.0",118144,8931,0,0,0,0,0,0,5,0,"1.0","0.0","0.0",FALSE,135,0,0,0,8,0,0,0,1,0,0,0,19,"16.4","20.2","42.0","7.9",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/148","Kevin Mirallas"
150,"50472.jpg","McCarthy",11,"i",50472,"James","McCarthy",16,"Leg injury - Unknown return date",49,"2018-01-20T18:01:16Z",0,0,"0.0","1.2",-1,0,1,0,FALSE,0,"0.0","0.0",2384,804,0,0,0,0,0,0,6,0,"1.5","0.0","0.0",FALSE,204,0,0,0,6,0,0,0,0,0,0,0,41,"33.8","19.3","4.0","5.8",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/150","James McCarthy"
152,"87447.jpg","Besic",11,"u",87447,"Muhamed","Besic",21,"Season-long loan to Middlesbrough",42,"2018-02-01T10:30:12Z",0,0,"0.0","0.5",-3,0,3,0,FALSE,0,"0.1","0.0",15674,11749,0,0,0,0,0,0,2,0,"1.0","0.0","0.0",FALSE,46,0,0,0,0,0,0,0,0,0,0,0,10,"18.2","11.5","0.0","3.0",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/152","Muhamed Besic"
154,"42774.jpg","Schneiderlin",11,"a",42774,"Morgan","Schneiderlin",2,"",47,"2018-04-28T13:01:18Z",100,100,"0.4","11.1",-3,0,3,0,FALSE,0,"0.5","2.0",59501,23053,0,0,0,0,0,0,52,2,"1.7","2.0","2.0",FALSE,2124,0,0,6,38,0,0,0,4,1,0,1,344,"361.2","159.2","52.0","57.2",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/154","Morgan Schneiderlin"
155,"80801.jpg","Gueye",11,"a",80801,"Idrissa","Gueye",17,"",48,"2018-03-22T11:01:17Z",100,100,"1.2","18.1",-2,0,2,0,FALSE,1,"0.9","5.6",70280,43461,0,0,0,0,0,0,87,2,"2.6","5.6","6.5",FALSE,2749,2,2,9,45,0,0,0,6,1,0,7,552,"577.0","303.6","166.0","104.6",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/155","Idrissa Gueye"
156,"173807.jpg","Davies",11,"a",173807,"Tom","Davies",26,"",51,"2018-03-17T16:31:18Z",100,100,"0.5","12.9",-4,0,4,0,FALSE,0,"0.4","2.6",73039,42268,0,0,0,0,0,0,66,2,"2.0","2.6","2.8",FALSE,1892,2,2,6,24,0,0,0,7,0,0,3,223,"242.8","207.2","218.0","65.8",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/156","Tom Davies"
157,"219352.jpg","Lookman",11,"u",219352,"Ademola","Lookman",31,"Season-long loan to RB Leipzig",51,"2018-02-01T10:01:32Z",0,0,"0.0","2.0",-4,0,4,0,FALSE,0,"0.1","0.0",9434,2254,0,0,0,0,0,0,10,0,"1.4","0.0","0.0",FALSE,153,0,1,0,6,0,0,0,0,0,0,0,30,"12.0","20.5","43.0","7.5",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/157","Ademola Lookman"
158,"109065.jpg","Klaassen",11,"a",109065,"Davy","Klaassen",20,"",69,"2017-09-09T13:01:15Z",100,100,"0.1","1.0",-6,0,6,0,FALSE,0,"0.4","0.4",83628,6310,0,0,0,0,0,0,7,1,"1.0","0.4","0.3",FALSE,248,0,0,0,6,0,0,0,0,0,0,0,18,"23.0","33.7","28.0","8.3",0,3,7,"https://fantasy.premierleague.com/drf/element-summary/158","Davy Klaassen"
159,"177815.jpg","Calvert-Lewin",11,"i",177815,"Dominic","Calvert-Lewin",29,"Back injury - Unknown return date",49,"2018-04-27T09:31:17Z",0,0,"0.0","18.0",-1,0,1,0,FALSE,1,"3.5","0.2",1203014,1297077,0,0,0,0,0,0,88,0,"2.8","0.0","0.0",FALSE,1871,4,8,6,28,0,0,0,4,0,0,3,255,"354.0","322.6","630.0","130.2",0,4,7,"https://fantasy.premierleague.com/drf/element-summary/159","Dominic Calvert-Lewin"
160,"108438.jpg","Sandro",11,"u",108438,"Sandro","Ramírez",9,"Season-long to loan to Sevilla",70,"2018-02-01T10:02:14Z",0,0,"0.0","1.4",-5,0,5,0,FALSE,0,"0.4","0.0",74983,7759,0,0,0,0,0,0,10,0,"1.3","0.0","0.0",FALSE,275,0,0,1,7,0,0,0,0,0,0,0,21,"8.8","28.3","67.0","9.8",0,4,7,"https://fantasy.premierleague.com/drf/element-summary/160","Sandro Ramírez"
161,"13017.jpg","Rooney",11,"i",13017,"Wayne","Rooney",10,"Knee injury - Unknown return date",71,"2018-05-05T16:31:19Z",0,0,"0.2","15.9",-4,0,4,0,FALSE,2,"9.3","1.2",2392029,1941174,0,0,0,0,0,0,113,0,"3.6","0.0","0.0",FALSE,2265,10,3,7,33,0,0,3,5,0,0,20,480,"585.0","573.7","467.0","162.4",0,4,7,"https://fantasy.premierleague.com/drf/element-summary/161","Wayne Rooney"
