"id","photo","web_name","team_code","status","code","first_name","second_name","squad_number","news","now_cost","news_added","chance_of_playing_this_round","chance_of_playing_next_round","value_form","value_season","cost_change_start","cost_change_event","cost_change_start_fall","cost_change_event_fall","in_dreamteam","dreamteam_count","selected_by_percent","form","transfers_out","transfers_in","transfers_out_event","transfers_in_event","loans_in","loans_out","loaned_in","loaned_out","total_points","event_points","points_per_game","ep_this","ep_next","special","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","ea_index","element_type","team","player_hist_link","player_fullname"
242,"97299.jpg","Stones",43,"a",97299,"John","Stones",5,"",53,"2018-04-12T18:01:18Z",100,100,"0.5","13.2",-2,0,2,0,FALSE,0,"3.1","2.5",785765,623685,0,0,0,0,0,0,70,9,"3.9","4.0","2.7",FALSE,1301,0,0,9,11,0,0,0,0,0,0,5,334,"283.4","26.3","120.0","43.2",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/242","John Stones"
243,"42593.jpg","Kolarov",43,"u",42593,"Aleksandar","Kolarov",11,"Transferred to Roma",55,"2017-07-23T10:04:00Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",2194,156,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/243","Aleksandar Kolarov"
244,"17476.jpg","Kompany",43,"a",17476,"Vincent","Kompany",4,"",59,"2018-04-30T09:31:20Z",100,100,"0.4","10.2",-1,0,1,0,FALSE,0,"2.9","2.3",322676,178478,0,0,0,0,0,0,60,0,"3.5","3.8","4.3",FALSE,1394,1,1,6,11,0,0,0,6,0,0,2,326,"399.6","76.5","116.0","59.2",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/244","Vincent Kompany"
245,"57410.jpg","Otamendi",43,"a",57410,"Nicolás","Otamendi",30,"",64,"2017-11-05T16:01:15Z",100,100,"0.3","24.4",9,0,-9,0,TRUE,4,"25.8","1.8",1768551,2808178,0,0,0,0,0,0,156,0,"4.6","3.3","3.7",FALSE,2966,4,0,15,25,1,0,0,9,0,0,21,742,"846.6","224.6","363.0","143.7",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/245","Nicolás Otamendi"
246,"41823.jpg","Delph",43,"a",41823,"Fabian","Delph",18,"",45,"2018-03-08T15:01:18Z",100,100,"0.4","12.2",0,0,0,0,FALSE,0,"0.5","1.8",123448,125530,0,0,0,0,0,0,55,1,"2.5","3.3","3.5",FALSE,1740,1,2,6,17,0,0,0,2,0,0,0,398,"369.2","263.7","62.0","69.4",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/246","Fabian Delph"
247,"103955.jpg","Sterling",43,"a",103955,"Raheem","Sterling",7,"",91,"2018-03-12T20:01:18Z",100,100,"0.7","25.2",11,0,-11,0,TRUE,7,"27.6","6.5",2857415,4096592,0,0,0,0,0,0,229,3,"6.9","8.0","8.7",FALSE,2584,18,17,13,23,0,0,0,3,1,0,19,701,"969.8","838.2","1488.0","329.7",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/247","Raheem Sterling"
248,"20664.jpg","David Silva",43,"a",20664,"David","Silva",21,"",82,"2018-01-31T21:01:18Z",100,100,"0.3","20.6",2,0,-2,0,FALSE,6,"11.5","2.5",2594234,2818085,0,0,0,0,0,0,169,0,"5.8","4.0","4.5",FALSE,2431,9,11,14,18,0,0,0,5,0,0,26,671,"875.8","1118.5","867.0","286.5",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/248","David Silva"
249,"14664.jpg","Yaya Touré",43,"a",14664,"Gnegneri Yaya","Touré",42,"",60,"2018-02-13T23:31:17Z",100,100,"0.2","2.7",-5,0,5,0,FALSE,0,"0.8","1.3",80877,13736,0,0,0,0,0,0,16,0,"1.6","2.8","3.1",FALSE,227,0,2,0,2,0,0,0,1,0,0,0,99,"105.0","122.6","72.0","29.8",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/249","Gnegneri Yaya Touré"
250,"27789.jpg","Fernandinho",43,"a",27789,"Fernando","Luiz Rosa",25,"",50,"2018-04-07T18:31:19Z",100,100,"0.8","24.0",0,0,0,0,FALSE,2,"4.6","4.0",761299,855827,0,0,0,0,0,0,120,3,"3.5","5.5","5.7",FALSE,2880,5,4,15,24,0,0,0,7,0,0,9,596,"800.2","511.9","411.0","172.4",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/250","Fernando Luiz Rosa"
251,"52538.jpg","Fernando",43,"u",52538,"Fernando Francisco","Reges",6,"Transferred to Galatasaray",45,"2017-08-06T07:07:11Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",4547,607,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/251","Fernando Francisco Reges"
252,"61366.jpg","De Bruyne",43,"a",61366,"Kevin","De Bruyne",17,"",103,"2018-01-02T20:01:18Z",100,100,"0.3","20.3",3,0,-3,0,TRUE,5,"21.4","3.3",2488550,2110213,0,0,0,0,0,0,209,6,"5.6","4.8","4.3",FALSE,3073,8,18,19,22,0,0,0,2,0,0,25,872,"1146.6","1744.2","797.0","368.9",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/252","Kevin De Bruyne"
253,"59859.jpg","Gündogan",43,"a",59859,"Ilkay","Gündogan",8,"",54,"2017-10-28T13:01:15Z",100,100,"0.6","15.2",-1,0,1,0,FALSE,2,"2.3","3.5",161234,262030,0,0,0,0,0,0,82,3,"2.7","5.0","5.1",FALSE,1504,4,2,6,15,0,0,0,3,0,0,9,376,"381.4","406.4","408.0","119.3",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/253","Ilkay Gündogan"
254,"86173.jpg","Nolito",43,"u",86173,"Manuel","Agudo Durán",9,"Transferred to Sevilla",70,"2017-07-18T09:34:56Z",0,0,"0.0","0.0",0,0,0,0,FALSE,0,"0.0","0.0",1685,78,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/254","Manuel Agudo Durán"
255,"182156.jpg","Sané",43,"a",182156,"Leroy","Sané",19,"",87,"2018-01-28T18:31:17Z",100,100,"0.6","20.6",2,0,-2,0,FALSE,5,"13.4","4.8",2403141,2843504,0,0,0,0,0,0,179,3,"5.6","6.3","6.7",FALSE,2415,10,15,12,22,0,0,0,4,0,0,17,647,"842.4","891.3","1013.0","274.4",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/255","Leroy Sané"
256,"165809.jpg","Bernardo Silva",43,"a",165809,"Bernardo Mota","Veiga de Carvalho e Silva",20,"",72,NA,NA,NA,"0.6","15.6",-8,0,8,0,FALSE,2,"1.4","4.2",224703,188040,0,0,0,0,0,0,112,3,"3.2","5.7","5.9",FALSE,1514,6,5,9,10,0,0,0,0,0,0,8,440,"475.6","508.7","464.0","144.4",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/256","Bernardo Mota Veiga de Carvalho e Silva"
257,"37572.jpg","Agüero",43,"i",37572,"Sergio","Agüero",10,"Knee injury - Unknown return date",115,"2018-04-13T13:01:19Z",0,0,"0.0","14.7",0,0,0,0,FALSE,4,"10.7","0.0",4192169,4137173,0,0,0,0,0,0,169,0,"6.8","0.0","0.0",FALSE,1960,21,6,13,12,0,0,0,2,0,0,22,740,"966.4","570.8","1484.0","302.5",0,4,11,"https://fantasy.premierleague.com/drf/element-summary/257","Sergio Agüero"
259,"205651.jpg","Jesus",43,"a",205651,"Gabriel Fernando","de Jesus",33,"",104,"2017-12-31T13:01:17Z",100,100,"0.5","12.1",-1,0,1,0,FALSE,3,"17.1","5.7",2552640,2872644,0,0,0,0,0,0,126,5,"4.3","7.2","7.3",FALSE,1660,13,7,9,12,0,0,2,6,0,0,18,473,"603.6","360.3","1089.0","204.9",0,4,11,"https://fantasy.premierleague.com/drf/element-summary/259","Gabriel Fernando de Jesus"
379,"58621.jpg","Walker",43,"a",58621,"Kyle","Walker",2,"",66,"2018-05-06T12:31:18Z",100,100,"0.3","20.9",1,0,-1,0,FALSE,3,"12.3","2.0",1280445,810212,0,0,0,0,0,0,138,0,"4.3","3.5","3.9",FALSE,2784,0,6,15,22,1,0,0,2,1,0,8,691,"542.4","511.4","117.0","117.1",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/379","Kyle Walker"
483,"100180.jpg","Danilo",43,"a",100180,"Danilo Luiz","da Silva",3,"",50,NA,NA,NA,"0.9","20.0",-5,0,5,0,FALSE,2,"2.8","4.5",449727,353830,0,0,0,0,0,0,100,9,"4.3","6.0","5.1",FALSE,1340,3,2,9,11,0,0,0,2,0,0,8,398,"376.0","158.1","176.0","71.1",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/483","Danilo Luiz da Silva"
484,"102826.jpg","Mendy",43,"a",102826,"Benjamin","Mendy",22,"",63,"2018-04-22T14:31:17Z",100,100,"0.1","3.2",-2,0,2,0,FALSE,0,"0.4","0.5",112451,90215,0,0,0,0,0,0,20,0,"2.9","2.0","2.1",FALSE,360,0,1,2,1,0,0,0,2,0,0,1,96,"84.2","139.3","48.0","27.2",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/484","Benjamin Mendy"
492,"209244.jpg","Foden",43,"a",209244,"Phil","Foden",47,"",47,"2017-12-22T14:01:16Z",100,100,"0.1","1.7",-3,0,3,0,FALSE,0,"0.0","0.3",2909,1919,0,0,0,0,0,0,8,1,"1.6","1.8","1.7",FALSE,45,0,1,0,1,0,0,0,0,0,0,0,31,"29.2","32.1","10.0","7.1",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/492","Phil Foden"
493,"216183.jpg","Diaz",43,"a",216183,"Brahim","Diaz",55,"",47,NA,NA,NA,"0.1","1.1",-3,0,3,0,FALSE,0,"0.0","0.3",4333,1756,0,0,0,0,0,0,5,1,"1.0","1.8","1.7",FALSE,50,0,0,0,1,0,0,0,0,0,0,0,14,"6.8","5.6","53.0","6.6",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/493","Brahim Diaz"
551,"206325.jpg","Zinchenko",43,"a",206325,"Oleksandr","Zinchenko",35,"",50,NA,NA,NA,"0.1","3.2",0,0,0,0,FALSE,0,"0.0","0.3",1711,2107,0,0,0,0,0,0,16,0,"2.0","1.8","1.9",FALSE,530,0,0,3,3,0,0,0,1,0,0,0,104,"116.4","145.9","21.0","28.3",0,3,11,"https://fantasy.premierleague.com/drf/element-summary/551","Oleksandr Zinchenko"
586,"109646.jpg","Adarabioyo",43,"a",109646,"Oluwatosin","Adarabioyo",24,"",40,NA,NA,NA,"0.0","0.0",0,0,0,0,FALSE,0,"0.1","0.0",2737,4277,0,0,0,0,0,0,0,0,"0.0","1.5","1.5",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/586","Oluwatosin Adarabioyo"
612,"146941.jpg","Laporte",43,"a",146941,"Aymeric","Laporte",14,"",51,"2018-04-01T02:01:21Z",100,100,"0.6","6.9",-4,0,4,0,FALSE,0,"1.5","3.2",108175,194054,0,0,0,0,0,0,35,7,"3.9","4.7","3.9",FALSE,806,0,0,4,5,0,0,0,1,0,0,2,204,"165.8","52.8","34.0","25.4",0,2,11,"https://fantasy.premierleague.com/drf/element-summary/612","Aymeric Laporte"
627,"174594.jpg","Nmecha",43,"a",174594,"Lukas","Nmecha",43,"",45,NA,NA,NA,"0.1","0.4",0,0,0,0,FALSE,0,"0.1","0.3",6758,11907,0,0,0,0,0,0,2,0,"1.0","1.8","1.9",FALSE,14,0,0,0,0,0,0,0,0,0,0,0,4,"0.0","3.1","0.0","0.3",0,4,11,"https://fantasy.premierleague.com/drf/element-summary/627","Lukas Nmecha"
14,"37265.jpg","Sánchez",1,"a",37265,"Alexis","Sánchez",7,"",114,"2018-05-04T19:31:17Z",100,100,"0.2","13.3",-6,0,6,0,FALSE,4,"3.0","2.2",624183,633531,0,0,0,0,0,0,152,3,"4.9","3.2","3.0",FALSE,2546,9,10,11,32,0,0,1,5,0,0,13,515,"823.2","1155.2","1281.0","326.1",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/14","Alexis Sánchez"
107,"62398.jpg","Matic",1,"a",62398,"Nemanja","Matic",31,"",47,"2017-12-04T15:01:15Z",100,100,"0.3","19.4",-3,0,3,0,FALSE,1,"9.1","1.2",1122165,661639,0,0,0,0,0,0,91,0,"2.5","2.2","2.4",FALSE,3117,1,1,16,26,0,0,0,6,0,0,3,576,"681.4","427.9","168.0","127.9",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/107","Nemanja Matic"
260,"51940.jpg","De Gea",1,"a",51940,"David","De Gea",1,"",59,NA,NA,NA,"0.6","29.2",4,0,-4,0,TRUE,0,"44.3","3.3",1166309,1501580,0,0,0,0,0,0,172,0,"4.6","4.3","5.0",FALSE,3330,0,0,18,28,0,0,0,0,0,115,10,757,"821.2","10.0","0.0","83.4",0,1,12,"https://fantasy.premierleague.com/drf/element-summary/260","David De Gea"
261,"42899.jpg","Romero",1,"a",42899,"Sergio","Romero",20,"",47,"2018-05-04T19:01:18Z",100,100,"0.3","1.5",-3,0,3,0,FALSE,0,"0.7","1.2",7602,36591,0,0,0,0,0,0,7,7,"7.0","2.2","1.0",FALSE,90,0,0,1,0,0,0,0,0,0,3,0,26,"26.4","0.0","0.0","2.6",0,1,12,"https://fantasy.premierleague.com/drf/element-summary/261","Sergio Romero"
262,"168196.jpg","Joel Pereira",1,"a",168196,"Joel Dinis","Castro Pereira",40,"",39,NA,NA,NA,"0.0","0.0",-1,0,1,0,FALSE,0,"4.1","0.0",209474,421759,0,0,0,0,0,0,0,0,"0.0","1.0","1.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,1,12,"https://fantasy.premierleague.com/drf/element-summary/262","Joel Dinis Castro Pereira"
263,"55909.jpg","Smalling",1,"a",55909,"Chris","Smalling",12,"",57,"2018-01-01T17:01:18Z",100,100,"0.8","21.6",2,0,-2,0,FALSE,2,"11.5","4.3",505562,1051407,0,0,0,0,0,0,123,0,"4.2","5.3","6.2",FALSE,2535,4,0,11,24,0,0,0,4,0,0,9,590,"743.8","35.3","230.0","101.2",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/263","Chris Smalling"
264,"76359.jpg","Jones",1,"a",76359,"Phil","Jones",4,"",55,"2018-05-10T19:01:19Z",100,100,"0.5","21.1",5,0,-5,0,FALSE,2,"5.2","2.5",1962341,2083445,0,0,0,0,0,0,116,0,"5.0","3.5","4.0",FALSE,1973,0,0,15,11,1,0,0,2,0,0,19,554,"486.4","36.6","12.0","53.6",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/264","Phil Jones"
265,"106760.jpg","Shaw",1,"a",106760,"Luke","Shaw",23,"",48,"2017-07-12T10:31:11Z",100,100,"0.6","10.0",-2,0,2,0,FALSE,0,"0.5","2.7",111290,128705,0,0,0,0,0,0,48,0,"4.4","3.7","4.2",FALSE,787,0,0,7,2,0,0,0,2,0,0,4,216,"142.6","127.0","144.0","41.5",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/265","Luke Shaw"
266,"58893.jpg","Rojo",1,"a",58893,"Marcos","Rojo",5,"",54,"2018-02-19T10:31:19Z",100,100,"0.2","4.3",-1,0,1,0,FALSE,0,"0.1","1.2",25293,25228,0,0,0,0,0,0,23,5,"2.6","2.2","1.4",FALSE,639,0,0,3,8,0,0,0,6,0,0,4,126,"151.4","26.0","47.0","22.5",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/266","Marcos Rojo"
267,"20695.jpg","Valencia",1,"a",20695,"Antonio","Valencia",25,"",69,"2018-02-19T10:31:19Z",100,100,"0.2","21.2",4,0,-4,0,FALSE,2,"11.7","1.7",1276086,1242004,0,0,0,0,0,0,146,0,"4.7","2.7","3.0",FALSE,2741,3,1,16,22,0,0,0,7,0,0,13,660,"559.2","438.5","259.0","125.5",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/267","Antonio Valencia"
268,"40002.jpg","Darmian",1,"a",40002,"Matteo","Darmian",36,"",49,"2018-01-01T17:01:18Z",100,100,"0.6","5.5",-6,0,6,0,FALSE,0,"0.2","2.8",33831,7931,0,0,0,0,0,0,27,9,"3.4","3.8","2.6",FALSE,443,0,0,3,3,0,0,0,0,0,0,3,119,"95.0","25.3","6.0","12.6",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/268","Matteo Darmian"
270,"58877.jpg","Blind",1,"a",58877,"Daley","Blind",17,"",51,"2018-01-19T13:31:17Z",100,100,"0.3","5.5",-4,0,4,0,FALSE,0,"0.9","1.3",189836,138970,0,0,0,0,0,0,28,7,"4.0","2.3","1.2",FALSE,360,0,0,4,0,0,0,0,0,0,0,1,119,"65.8","93.0","15.0","17.3",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/270","Daley Blind"
271,"197365.jpg","Bailly",1,"a",197365,"Eric","Bailly",3,"",60,"2017-11-18T20:31:14Z",100,100,"0.2","9.2",0,0,0,0,FALSE,1,"5.7","1.2",907264,621910,0,0,0,0,0,0,55,6,"4.2","2.2","1.2",FALSE,1000,1,0,7,6,1,0,0,2,0,0,3,248,"222.0","28.4","79.0","33.0",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/271","Eric Bailly"
272,"180804.jpg","Tuanzebe",1,"u",180804,"Axel","Tuanzebe",38,"Season-long loan to Aston Villa",39,"2018-01-25T14:01:16Z",0,0,"0.0","0.3",-1,0,1,0,FALSE,0,"1.1","0.0",138305,111117,0,0,0,0,0,0,1,0,"1.0","0.0","0.0",FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.0","0.0","0.0",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/272","Axel Tuanzebe"
273,"184667.jpg","Lindelöf",1,"a",184667,"Victor","Lindelöf",2,"",49,NA,NA,NA,"0.3","9.6",-6,0,6,0,FALSE,0,"1.3","1.7",309818,87922,0,0,0,0,0,0,47,0,"2.8","2.7","3.0",FALSE,1284,0,0,5,14,0,0,0,1,0,0,1,297,"272.8","37.7","8.0","32.0",0,2,12,"https://fantasy.premierleague.com/drf/element-summary/273","Victor Lindelöf"
274,"43670.jpg","Mata",1,"a",43670,"Juan","Mata",8,"",68,"2017-07-18T08:31:12Z",100,100,"0.3","14.7",-2,0,2,0,FALSE,1,"2.0","1.7",276770,214879,0,0,0,0,0,0,100,6,"3.6","2.7","1.8",FALSE,1919,3,5,15,10,0,0,0,1,0,0,6,418,"422.8","849.9","453.0","172.1",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/274","Juan Mata"
275,"41184.jpg","Fellaini",1,"i",41184,"Marouane","Fellaini",27,"Muscle injury - Unknown return date",47,"2018-05-09T13:31:19Z",0,0,"0.4","10.0",-3,0,3,0,FALSE,1,"0.6","1.8",208441,194183,0,0,0,0,0,0,47,0,"2.9","0.0","0.0",FALSE,611,4,0,4,1,0,0,0,1,0,0,3,171,"246.0","88.2","264.0","59.8",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/275","Marouane Fellaini"
276,"2404.jpg","Carrick",1,"a",2404,"Michael","Carrick",16,"",42,"2017-09-26T12:31:13Z",100,100,"0.1","1.0",-3,0,3,0,FALSE,0,"1.0","0.5",119012,98978,0,0,0,0,0,0,4,3,"2.0","1.5","1.0",FALSE,108,0,0,1,0,0,0,0,0,0,0,0,19,"23.2","13.7","41.0","7.8",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/276","Michael Carrick"
277,"18892.jpg","Young",1,"a",18892,"Ashley","Young",18,"",48,"2018-03-31T13:31:18Z",100,100,"0.4","20.4",-2,0,2,0,FALSE,1,"2.4","1.7",577243,676970,0,0,0,0,0,0,98,0,"3.3","2.7","3.0",FALSE,2444,2,6,9,26,0,0,0,7,0,0,11,479,"601.2","502.3","213.0","131.6",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/277","Ashley Young"
278,"59846.jpg","Herrera",1,"a",59846,"Ander","Herrera",21,"",50,"2018-02-11T18:01:18Z",100,100,"0.3","8.8",-5,0,5,0,FALSE,0,"1.3","1.7",199632,32077,0,0,0,0,0,0,44,1,"1.7","2.7","2.8",FALSE,1257,0,2,5,14,0,0,0,5,0,0,0,229,"294.4","229.4","101.0","62.7",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/278","Ander Herrera"
279,"109322.jpg","Lingard",1,"a",109322,"Jesse","Lingard",14,"",60,"2017-11-05T15:31:17Z",100,100,"0.4","21.3",0,0,0,0,FALSE,2,"10.3","2.2",1396523,1935041,0,0,0,0,0,0,128,0,"3.9","3.2","3.6",FALSE,1807,8,6,9,18,0,0,0,2,0,0,10,450,"526.6","519.1","711.0","175.3",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/279","Jesse Lingard"
280,"148225.jpg","Martial",1,"a",148225,"Anthony","Martial",11,"",78,"2018-03-05T20:01:18Z",100,100,"0.2","16.0",-2,0,2,0,FALSE,1,"2.6","1.2",573802,602260,0,0,0,0,0,0,125,0,"4.2","2.2","2.4",FALSE,1572,9,6,9,13,0,0,0,1,0,0,7,403,"535.4","509.3","748.0","179.5",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/280","Anthony Martial"
282,"74208.jpg","Pogba",1,"a",74208,"Paul","Pogba",6,"",79,"2018-03-09T20:31:18Z",100,100,"0.4","17.5",-1,0,1,0,FALSE,4,"14.7","3.5",3021842,2593672,0,0,0,0,0,0,138,1,"5.1","4.5","5.0",FALSE,2145,6,13,11,20,0,0,0,5,1,0,15,528,"710.8","663.5","780.0","215.6",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/282","Paul Pogba"
283,"195851.jpg","McTominay",1,"a",195851,"Scott","McTominay",39,"",42,"2018-03-26T16:01:18Z",100,100,"0.2","5.0",-3,0,3,0,FALSE,0,"0.8","1.0",78024,119238,0,0,0,0,0,0,21,2,"1.6","2.0","1.8",FALSE,629,0,0,4,3,0,0,0,2,0,0,0,96,"78.2","53.6","11.0","14.2",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/283","Scott McTominay"
284,"176297.jpg","Rashford",1,"a",176297,"Marcus","Rashford",19,"",73,"2018-02-11T18:01:18Z",100,100,"0.3","14.2",-2,0,2,0,FALSE,1,"7.6","2.5",1229368,1278245,0,0,0,0,0,0,104,8,"3.0","3.5","2.4",FALSE,1799,7,5,10,16,0,0,0,3,0,0,11,387,"470.8","412.1","838.0","171.7",0,4,12,"https://fantasy.premierleague.com/drf/element-summary/284","Marcus Rashford"
285,"66749.jpg","Lukaku",1,"i",66749,"Romelu","Lukaku",9,"Foot injury - Expected back 19 May",115,"2018-04-29T17:01:20Z",0,0,"0.1","14.1",0,0,0,0,FALSE,3,"21.9","1.5",4269817,2809880,0,0,0,0,0,0,162,0,"4.8","0.0","0.0",FALSE,2866,16,7,14,26,0,0,1,4,0,0,18,593,"831.0","572.4","1334.0","273.2",0,4,12,"https://fantasy.premierleague.com/drf/element-summary/285","Romelu Lukaku"
476,"156689.jpg","Pereira",1,"u",156689,"Andreas","Pereira",15,"Season-long loan to Valencia",49,"2017-09-05T09:39:21Z",0,0,"0.0","0.0",-1,0,1,0,FALSE,0,"0.0","0.0",3945,229,0,0,0,0,0,0,0,0,"0.0","0.0","0.0",FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,3,12,"https://fantasy.premierleague.com/drf/element-summary/476","Andreas Pereira"
523,"9808.jpg","Ibrahimovic",1,"u",9808,"Zlatan","Ibrahimovic",10,"Left club on 22/3",95,"2017-12-30T20:01:16Z",0,0,"0.0","0.5",-5,0,5,0,FALSE,0,"0.2","0.0",40290,38634,0,0,0,0,0,0,5,0,"1.0","0.0","0.0",FALSE,102,0,0,0,2,0,0,0,0,0,0,0,18,"14.8","43.5","68.0","12.6",0,4,12,"https://fantasy.premierleague.com/drf/element-summary/523","Zlatan Ibrahimovic"
110,"167767.jpg","Kenedy",4,"n",167767,"Robert Kenedy","Nunes do Nascimento",15,"Ineligible to face his parent club Chelsea on 13/5. - Unknown return date",48,"2018-05-05T09:31:17Z",0,0,"0.3","10.6",-2,0,2,0,FALSE,1,"2.0","1.5",119632,229099,0,0,0,0,0,0,51,0,"3.9","0.0","0.0",FALSE,1023,2,2,6,9,0,0,0,1,0,0,5,171,"236.4","224.1","253.0","71.4",0,3,13,"https://fantasy.premierleague.com/drf/element-summary/110","Robert Kenedy Nunes do Nascimento"
212,"149828.jpg","Slimani",4,"s",149828,"Islam","Slimani",13,"Suspended - unknown return date",66,"2018-05-03T10:31:18Z",0,0,"0.1","3.8",-4,0,4,0,FALSE,0,"0.3","0.5",39551,25771,0,0,0,0,0,0,25,0,"1.6","0.0","0.0",FALSE,369,1,1,1,4,0,0,0,1,0,0,1,76,"83.2","100.8","115.0","29.6",0,4,13,"https://fantasy.premierleague.com/drf/element-summary/212","Islam Slimani"
286,"19838.jpg","Elliot",4,"a",19838,"Robert","Elliot",1,"",40,"2018-03-09T14:31:17Z",100,100,"0.0","14.3",0,0,0,0,FALSE,3,"13.6","0.0",1089407,910891,0,0,0,0,0,0,57,0,"3.6","-0.5","-0.5",FALSE,1440,0,0,3,21,0,1,0,0,0,44,4,280,"364.2","0.0","0.0","36.5",0,1,13,"https://fantasy.premierleague.com/drf/element-summary/286","Robert Elliot"
287,"59735.jpg","Darlow",4,"a",59735,"Karl","Darlow",26,"",43,"2018-03-31T13:31:18Z",100,100,"0.0","7.7",-2,0,2,0,FALSE,1,"0.2","0.0",32605,25668,0,0,0,0,0,0,33,0,"3.3","-0.5","-0.5",FALSE,900,0,0,2,15,1,0,0,0,0,35,2,172,"258.8","0.0","0.0","25.9",0,1,13,"https://fantasy.premierleague.com/drf/element-summary/287","Karl Darlow"
288,"151119.jpg","Yedlin",4,"a",151119,"DeAndre","Yedlin",22,"",45,"2017-09-10T14:31:14Z",100,100,"0.6","19.6",0,0,0,0,FALSE,2,"1.7","2.8",82808,161806,0,0,0,0,0,0,88,6,"2.6","2.3","1.7",FALSE,2842,0,2,7,37,1,0,0,5,0,0,5,467,"494.4","340.7","63.0","90.0",0,2,13,"https://fantasy.premierleague.com/drf/element-summary/288","DeAndre Yedlin"
289,"58845.jpg","Clark",4,"i",58845,"Ciaran","Clark",2,"Knee injury - Unknown return date",43,"2018-05-08T18:01:20Z",0,0,"0.0","14.9",-2,0,2,0,FALSE,1,"1.5","0.0",283060,296031,0,0,0,0,0,0,64,0,"3.2","0.0","0.0",FALSE,1745,2,1,4,30,0,0,0,3,0,0,6,317,"433.6","50.8","190.0","67.5",0,2,13,"https://fantasy.premierleague.com/drf/element-summary/289","Ciaran Clark"
290,"101148.jpg","Lascelles",4,"a",101148,"Jamaal","Lascelles",6,"",49,"2018-01-06T17:31:18Z",100,100,"0.5","23.7",4,0,-4,0,FALSE,2,"9.5","2.5",867091,1286927,0,0,0,0,0,0,116,6,"3.5","2.0","1.3",FALSE,2927,3,0,9,31,0,0,0,5,0,0,9,567,"800.0","77.2","234.0","111.5",0,2,13,"https://fantasy.premierleague.com/drf/element-summary/290","Jamaal Lascelles"
